ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2	source
accidentés	aksid@te	accidenter	VER	VER	m	p	par:pas;	a_k|s_i|d_@|t_e	a_c|c_i|d_en|t_é_s	0.0	0.0	synthetic
accidentées	aksid@te	accidenter	VER	VER	f	p	par:pas;	a_k|s_i|d_@|t_e	a_c|c_i|d_en|t_é_es	0.0	0.0	synthetic
accidentâtes	aksid@tat	accidenter	VER	VER			ind:pas:2p;	a_k|s_i|d_@|t_a_t_#	a_c|c_i|d_en|t_â_t_es	0.0	0.0	synthetic
accidente	aksid@t	accidenter	VER	VER			sub:pre:1s;	a_k|s_i|d_@|t_#	a_c|c_i|d_en|t_e	0.0	0.0	synthetic
accidentes	aksid@t	accidenter	VER	VER			sub:pre:2s;	a_k|s_i|d_@|t_#	a_c|c_i|d_en|t_es	0.0	0.0	synthetic
accidente	aksid@t	accidenter	VER	VER			sub:pre:3s;	a_k|s_i|d_@|t_#	a_c|c_i|d_en|t_e	0.0	0.0	synthetic
accidentasse	aksid@tas	accidenter	VER	VER			sub:imp:1s;	a_k|s_i|d_@|t_a_s_#	a_c|c_i|d_en|t_a_ss_e	0.0	0.0	synthetic
accidentasses	aksid@tas	accidenter	VER	VER			sub:imp:2s;	a_k|s_i|d_@|t_a_s_#	a_c|c_i|d_en|t_a_ss_es	0.0	0.0	synthetic
accidentassions	aksid@tasj§	accidenter	VER	VER			sub:imp:1p;	a_k|s_i|d_@|t_a|s_j_§	a_c|c_i|d_en|t_a|ss_i_ons	0.0	0.0	synthetic
accidentassent	aksid@tas	accidenter	VER	VER			sub:imp:3p;	a_k|s_i|d_@|t_a_s_#	a_c|c_i|d_en|t_a_ss_ent	0.0	0.0	synthetic
écopés	ekope	écoper	VER	VER	m	p	par:pas;	e|k_o|p_e	é|c_o|p_é_s	0.0	0.0	synthetic
écopées	ekope	écoper	VER	VER	f	p	par:pas;	e|k_o|p_e	é|c_o|p_é_es	0.0	0.0	synthetic
écopâtes	ekopat	écoper	VER	VER			ind:pas:2p;	e|k_o|p_a_t_#	é|c_o|p_â_t_es	0.0	0.0	synthetic
écope	ekop	écoper	VER	VER			sub:pre:1s;	e|k_o|p_#	é|c_o|p_e	0.0	0.0	synthetic
écopes	ekop	écoper	VER	VER			sub:pre:2s;	e|k_o|p_#	é|c_o|p_es	0.0	0.0	synthetic
écope	ekop	écoper	VER	VER			sub:pre:3s;	e|k_o|p_#	é|c_o|p_e	0.0	0.0	synthetic
écopasse	ekopas	écoper	VER	VER			sub:imp:1s;	e|k_o|p_a_s_#	é|c_o|p_a_ss_e	0.0	0.0	synthetic
écopasses	ekopas	écoper	VER	VER			sub:imp:2s;	e|k_o|p_a_s_#	é|c_o|p_a_ss_es	0.0	0.0	synthetic
écopassions	ekopasj§	écoper	VER	VER			sub:imp:1p;	e|k_o|p_a|s_j_§	é|c_o|p_a|ss_i_ons	0.0	0.0	synthetic
écopassent	ekopas	écoper	VER	VER			sub:imp:3p;	e|k_o|p_a_s_#	é|c_o|p_a_ss_ent	0.0	0.0	synthetic
croquâtes	kRokat	croquer	VER	VER			ind:pas:2p;	k_R_o|k_a_t_#	c_r_o|qu_â_t_es	0.0	0.0	synthetic
croque	kRok	croquer	VER	VER			sub:pre:1s;	k_R_o|k_#	c_r_o|qu_e	0.0	0.0	synthetic
croques	kRok	croquer	VER	VER			sub:pre:2s;	k_R_o|k_#	c_r_o|qu_es	0.0	0.0	synthetic
croque	kRok	croquer	VER	VER			sub:pre:3s;	k_R_o|k_#	c_r_o|qu_e	0.0	0.0	synthetic
croquasse	kRokas	croquer	VER	VER			sub:imp:1s;	k_R_o|k_a_s_#	c_r_o|qu_a_ss_e	0.0	0.0	synthetic
croquasses	kRokas	croquer	VER	VER			sub:imp:2s;	k_R_o|k_a_s_#	c_r_o|qu_a_ss_es	0.0	0.0	synthetic
croquassions	kRokasj§	croquer	VER	VER			sub:imp:1p;	k_R_o|k_a|s_j_§	c_r_o|qu_a|ss_i_ons	0.0	0.0	synthetic
croquassent	kRokas	croquer	VER	VER			sub:imp:3p;	k_R_o|k_a_s_#	c_r_o|qu_a_ss_ent	0.0	0.0	synthetic
exemptées	Egz@te	exempter	VER	VER	f	p	par:pas;	E_gz|@|t_e	e_x|em_p|t_é_es	0.0	0.0	synthetic
exemptâtes	Egz@tat	exempter	VER	VER			ind:pas:2p;	E_gz|@_#|t_a_t_#	e_x|em_p|t_â_t_es	0.0	0.0	synthetic
exempte	Egz@t	exempter	VER	VER			sub:pre:1s;	E_gz|@_#|t_#	e_x|em_p|t_e	0.0	0.0	synthetic
exemptes	Egz@t	exempter	VER	VER			sub:pre:2s;	E_gz|@_#|t_#	e_x|em_p|t_es	0.0	0.0	synthetic
exemptasse	Egz@tas	exempter	VER	VER			sub:imp:1s;	E_gz|@_#|t_a_s_#	e_x|em_p|t_a_ss_e	0.0	0.0	synthetic
exemptasses	Egz@tas	exempter	VER	VER			sub:imp:2s;	E_gz|@_#|t_a_s_#	e_x|em_p|t_a_ss_es	0.0	0.0	synthetic
exemptassions	Egz@tasj§	exempter	VER	VER			sub:imp:1p;	E_gz|@_#|t_a|s_j_§	e_x|em_p|t_a|ss_i_ons	0.0	0.0	synthetic
exemptassent	Egz@tas	exempter	VER	VER			sub:imp:3p;	E_gz|@_#|t_a_s_#	e_x|em_p|t_a_ss_ent	0.0	0.0	synthetic
châtiées	Sasje	châtier	VER	VER	f	p	par:pas;	S_a|s_j_e	ch_â|t_i_é_es	0.0	0.0	synthetic
châtiâtes	Satjat	châtier	VER	VER			ind:pas:2p;	S_a|t_j_a_t_#	ch_â|t_i_â_t_es	0.0	0.0	synthetic
châtie	Satj	châtier	VER	VER			sub:pre:1s;	S_a|t_j_#	ch_â|t_i_e	0.0	0.0	synthetic
châties	Satj	châtier	VER	VER			sub:pre:2s;	S_a|t_j_#	ch_â|t_i_es	0.0	0.0	synthetic
châtie	Satj	châtier	VER	VER			sub:pre:3s;	S_a|t_j_#	ch_â|t_i_e	0.0	0.0	synthetic
châtiasse	Satjas	châtier	VER	VER			sub:imp:1s;	S_a|t_j_a_s_#	ch_â|t_i_a_ss_e	0.0	0.0	synthetic
châtiasses	Satjas	châtier	VER	VER			sub:imp:2s;	S_a|t_j_a_s_#	ch_â|t_i_a_ss_es	0.0	0.0	synthetic
châtiassions	Satjasj§	châtier	VER	VER			sub:imp:1p;	S_a|t_j_a|s_j_§	ch_â|t_i_a|ss_i_ons	0.0	0.0	synthetic
châtiassent	Satjas	châtier	VER	VER			sub:imp:3p;	S_a|t_j_a_s_#	ch_â|t_i_a_ss_ent	0.0	0.0	synthetic
ignorâtes	iNoRat	ignorer	VER	VER			ind:pas:2p;	i|N_o|R_a_t_#	i|gn_o|r_â_t_es	0.0	0.0	synthetic
ignore	iNoR	ignorer	VER	VER			sub:pre:1s;	i|N_o|R_#	i|gn_o|r_e	0.0	0.0	synthetic
ignorasse	iNoRas	ignorer	VER	VER			sub:imp:1s;	i|N_o|R_a_s_#	i|gn_o|r_a_ss_e	0.0	0.0	synthetic
ignorasses	iNoRas	ignorer	VER	VER			sub:imp:2s;	i|N_o|R_a_s_#	i|gn_o|r_a_ss_es	0.0	0.0	synthetic
ignorassions	iNoRasj§	ignorer	VER	VER			sub:imp:1p;	i|N_o|R_a|s_j_§	i|gn_o|r_a|ss_i_ons	0.0	0.0	synthetic
grisâtes	gRizat	griser	VER	VER			ind:pas:2p;	g_R_i|z_a_t_#	g_r_i|s_â_t_es	0.0	0.0	synthetic
grise	gRiz	griser	VER	VER			sub:pre:1s;	g_R_i|z_#	g_r_i|s_e	0.0	0.0	synthetic
grises	gRiz	griser	VER	VER			sub:pre:2s;	g_R_i|z_#	g_r_i|s_es	0.0	0.0	synthetic
grisasse	gRizas	griser	VER	VER			sub:imp:1s;	g_R_i|z_a_s_#	g_r_i|s_a_ss_e	0.0	0.0	synthetic
grisasses	gRizas	griser	VER	VER			sub:imp:2s;	g_R_i|z_a_s_#	g_r_i|s_a_ss_es	0.0	0.0	synthetic
grisassions	gRizasj§	griser	VER	VER			sub:imp:1p;	g_R_i|z_a|s_j_§	g_r_i|s_a|ss_i_ons	0.0	0.0	synthetic
importunées	5pORtyne	importuner	VER	VER	f	p	par:pas;	5|p_O_R|t_y|n_e	im|p_o_r|t_u|n_é_es	0.0	0.0	synthetic
importunâtes	5pORtynat	importuner	VER	VER			ind:pas:2p;	5|p_O_R|t_y|n_a_t_#	im|p_o_r|t_u|n_â_t_es	0.0	0.0	synthetic
importune	5pORtyn	importuner	VER	VER			sub:pre:1s;	5|p_O_R|t_y|n_#	im|p_o_r|t_u|n_e	0.0	0.0	synthetic
importunes	5pORtyn	importuner	VER	VER			sub:pre:2s;	5|p_O_R|t_y|n_#	im|p_o_r|t_u|n_es	0.0	0.0	synthetic
importune	5pORtyn	importuner	VER	VER			sub:pre:3s;	5|p_O_R|t_y|n_#	im|p_o_r|t_u|n_e	0.0	0.0	synthetic
importunasse	5pORtynas	importuner	VER	VER			sub:imp:1s;	5|p_O_R|t_y|n_a_s_#	im|p_o_r|t_u|n_a_ss_e	0.0	0.0	synthetic
importunasses	5pORtynas	importuner	VER	VER			sub:imp:2s;	5|p_O_R|t_y|n_a_s_#	im|p_o_r|t_u|n_a_ss_es	0.0	0.0	synthetic
importunassions	5pORtynasj§	importuner	VER	VER			sub:imp:1p;	5|p_O_R|t_y|n_a|s_j_§	im|p_o_r|t_u|n_a|ss_i_ons	0.0	0.0	synthetic
importunassent	5pORtynas	importuner	VER	VER			sub:imp:3p;	5|p_O_R|t_y|n_a_s_#	im|p_o_r|t_u|n_a_ss_ent	0.0	0.0	synthetic
virevoltés	viR°vOlte	virevolter	VER	VER	m	p	par:pas;	v_i|R_°|v_O_l|t_e	v_i|r_e|v_o_l|t_é_s	0.0	0.0	synthetic
virevoltée	viR°vOlte	virevolter	VER	VER	f	s	par:pas;	v_i|R_°|v_O_l|t_e	v_i|r_e|v_o_l|t_é_e	0.0	0.0	synthetic
virevoltées	viR°vOlte	virevolter	VER	VER	f	p	par:pas;	v_i|R_°|v_O_l|t_e	v_i|r_e|v_o_l|t_é_es	0.0	0.0	synthetic
virevoltâtes	viR°vOltat	virevolter	VER	VER			ind:pas:2p;	v_i|R_°|v_O_l|t_a_t_#	v_i|r_e|v_o_l|t_â_t_es	0.0	0.0	synthetic
virevolte	viR°vOlt	virevolter	VER	VER			sub:pre:1s;	v_i|R_°|v_O_l|t_#	v_i|r_e|v_o_l|t_e	0.0	0.0	synthetic
virevoltes	viR°vOlt	virevolter	VER	VER			sub:pre:2s;	v_i|R_°|v_O_l|t_#	v_i|r_e|v_o_l|t_es	0.0	0.0	synthetic
virevolte	viR°vOlt	virevolter	VER	VER			sub:pre:3s;	v_i|R_°|v_O_l|t_#	v_i|r_e|v_o_l|t_e	0.0	0.0	synthetic
virevoltasse	viR°vOltas	virevolter	VER	VER			sub:imp:1s;	v_i|R_°|v_O_l|t_a_s_#	v_i|r_e|v_o_l|t_a_ss_e	0.0	0.0	synthetic
virevoltasses	viR°vOltas	virevolter	VER	VER			sub:imp:2s;	v_i|R_°|v_O_l|t_a_s_#	v_i|r_e|v_o_l|t_a_ss_es	0.0	0.0	synthetic
virevoltassions	viR°vOltasj§	virevolter	VER	VER			sub:imp:1p;	v_i|R_°|v_O_l|t_a|s_j_§	v_i|r_e|v_o_l|t_a|ss_i_ons	0.0	0.0	synthetic
virevoltassent	viR°vOltas	virevolter	VER	VER			sub:imp:3p;	v_i|R_°|v_O_l|t_a_s_#	v_i|r_e|v_o_l|t_a_ss_ent	0.0	0.0	synthetic
dépistés	depiste	dépister	VER	VER	m	p	par:pas;	d_e|p_i_s|t_e	d_é|p_i_s|t_é_s	0.0	0.0	synthetic
dépistée	depiste	dépister	VER	VER	f	s	par:pas;	d_e|p_i_s|t_e	d_é|p_i_s|t_é_e	0.0	0.0	synthetic
dépistées	depiste	dépister	VER	VER	f	p	par:pas;	d_e|p_i_s|t_e	d_é|p_i_s|t_é_es	0.0	0.0	synthetic
dépistâtes	depistat	dépister	VER	VER			ind:pas:2p;	d_e|p_i_s|t_a_t_#	d_é|p_i_s|t_â_t_es	0.0	0.0	synthetic
dépiste	depist	dépister	VER	VER			sub:pre:1s;	d_e|p_i_s|t_#	d_é|p_i_s|t_e	0.0	0.0	synthetic
dépistes	depist	dépister	VER	VER			sub:pre:2s;	d_e|p_i_s|t_#	d_é|p_i_s|t_es	0.0	0.0	synthetic
dépiste	depist	dépister	VER	VER			sub:pre:3s;	d_e|p_i_s|t_#	d_é|p_i_s|t_e	0.0	0.0	synthetic
dépistasse	depistas	dépister	VER	VER			sub:imp:1s;	d_e|p_i_s|t_a_s_#	d_é|p_i_s|t_a_ss_e	0.0	0.0	synthetic
dépistasses	depistas	dépister	VER	VER			sub:imp:2s;	d_e|p_i_s|t_a_s_#	d_é|p_i_s|t_a_ss_es	0.0	0.0	synthetic
dépistassions	depistasj§	dépister	VER	VER			sub:imp:1p;	d_e|p_i_s|t_a|s_j_§	d_é|p_i_s|t_a|ss_i_ons	0.0	0.0	synthetic
dépistassent	depistas	dépister	VER	VER			sub:imp:3p;	d_e|p_i_s|t_a_s_#	d_é|p_i_s|t_a_ss_ent	0.0	0.0	synthetic
composâtes	k§pozat	composer	VER	VER			ind:pas:2p;	k_§|p_o|z_a_t_#	c_om|p_o|s_â_t_es	0.0	0.0	synthetic
compose	k§poz	composer	VER	VER			sub:pre:1s;	k_§|p_o|z_#	c_om|p_o|s_e	0.0	0.0	synthetic
composes	k§poz	composer	VER	VER			sub:pre:2s;	k_§|p_o|z_#	c_om|p_o|s_es	0.0	0.0	synthetic
compose	k§poz	composer	VER	VER			sub:pre:3s;	k_§|p_o|z_#	c_om|p_o|s_e	0.0	0.0	synthetic
composasse	k§pozas	composer	VER	VER			sub:imp:1s;	k_§|p_o|z_a_s_#	c_om|p_o|s_a_ss_e	0.0	0.0	synthetic
composasses	k§pozas	composer	VER	VER			sub:imp:2s;	k_§|p_o|z_a_s_#	c_om|p_o|s_a_ss_es	0.0	0.0	synthetic
composassions	k§pozasj§	composer	VER	VER			sub:imp:1p;	k_§|p_o|z_a|s_j_§	c_om|p_o|s_a|ss_i_ons	0.0	0.0	synthetic
composassent	k§pozas	composer	VER	VER			sub:imp:3p;	k_§|p_o|z_a_s_#	c_om|p_o|s_a_ss_ent	0.0	0.0	synthetic
taquinés	takine	taquiner	VER	VER	m	p	par:pas;	t_a|k_i|n_e	t_a|qu_i|n_é_s	0.0	0.0	synthetic
taquinées	takine	taquiner	VER	VER	f	p	par:pas;	t_a|k_i|n_e	t_a|qu_i|n_é_es	0.0	0.0	synthetic
taquinâtes	takinat	taquiner	VER	VER			ind:pas:2p;	t_a|k_i|n_a_t_#	t_a|qu_i|n_â_t_es	0.0	0.0	synthetic
taquine	takin	taquiner	VER	VER			sub:pre:1s;	t_a|k_i|n_#	t_a|qu_i|n_e	0.0	0.0	synthetic
taquines	takin	taquiner	VER	VER			sub:pre:2s;	t_a|k_i|n_#	t_a|qu_i|n_es	0.0	0.0	synthetic
taquinasse	takinas	taquiner	VER	VER			sub:imp:1s;	t_a|k_i|n_a_s_#	t_a|qu_i|n_a_ss_e	0.0	0.0	synthetic
taquinasses	takinas	taquiner	VER	VER			sub:imp:2s;	t_a|k_i|n_a_s_#	t_a|qu_i|n_a_ss_es	0.0	0.0	synthetic
taquinassions	takinasj§	taquiner	VER	VER			sub:imp:1p;	t_a|k_i|n_a|s_j_§	t_a|qu_i|n_a|ss_i_ons	0.0	0.0	synthetic
taquinassent	takinas	taquiner	VER	VER			sub:imp:3p;	t_a|k_i|n_a_s_#	t_a|qu_i|n_a_ss_ent	0.0	0.0	synthetic
plombés	pl§be	plomber	VER	VER	m	p	par:pas;	p_l_§|b_e	p_l_om|b_é_s	0.0	0.0	synthetic
plombâtes	pl§bat	plomber	VER	VER			ind:pas:2p;	p_l_§|b_a_t_#	p_l_om|b_â_t_es	0.0	0.0	synthetic
plombe	pl§b	plomber	VER	VER			sub:pre:1s;	p_l_§|b_#	p_l_om|b_e	0.0	0.0	synthetic
plombes	pl§b	plomber	VER	VER			sub:pre:2s;	p_l_§|b_#	p_l_om|b_es	0.0	0.0	synthetic
plombe	pl§b	plomber	VER	VER			sub:pre:3s;	p_l_§|b_#	p_l_om|b_e	0.0	0.0	synthetic
plombasse	pl§bas	plomber	VER	VER			sub:imp:1s;	p_l_§|b_a_s_#	p_l_om|b_a_ss_e	0.0	0.0	synthetic
plombasses	pl§bas	plomber	VER	VER			sub:imp:2s;	p_l_§|b_a_s_#	p_l_om|b_a_ss_es	0.0	0.0	synthetic
plombassions	pl§basj§	plomber	VER	VER			sub:imp:1p;	p_l_§|b_a|s_j_§	p_l_om|b_a|ss_i_ons	0.0	0.0	synthetic
plombassent	pl§bas	plomber	VER	VER			sub:imp:3p;	p_l_§|b_a_s_#	p_l_om|b_a_ss_ent	0.0	0.0	synthetic
étuvés	etyve	étuver	VER	VER	m	p	par:pas;	e|t_y|v_e	é|t_u|v_é_s	0.0	0.0	synthetic
étuvée	etyve	étuver	VER	VER	f	s	par:pas;	e|t_y|v_e	é|t_u|v_é_e	0.0	0.0	synthetic
étuvées	etyve	étuver	VER	VER	f	p	par:pas;	e|t_y|v_e	é|t_u|v_é_es	0.0	0.0	synthetic
étuvâtes	etyvat	étuver	VER	VER			ind:pas:2p;	e|t_y|v_a_t_#	é|t_u|v_â_t_es	0.0	0.0	synthetic
étuve	etyv	étuver	VER	VER			sub:pre:1s;	e|t_y|v_#	é|t_u|v_e	0.0	0.0	synthetic
étuves	etyv	étuver	VER	VER			sub:pre:2s;	e|t_y|v_#	é|t_u|v_es	0.0	0.0	synthetic
étuve	etyv	étuver	VER	VER			sub:pre:3s;	e|t_y|v_#	é|t_u|v_e	0.0	0.0	synthetic
étuvasse	etyvas	étuver	VER	VER			sub:imp:1s;	e|t_y|v_a_s_#	é|t_u|v_a_ss_e	0.0	0.0	synthetic
étuvasses	etyvas	étuver	VER	VER			sub:imp:2s;	e|t_y|v_a_s_#	é|t_u|v_a_ss_es	0.0	0.0	synthetic
étuvassions	etyvasj§	étuver	VER	VER			sub:imp:1p;	e|t_y|v_a|s_j_§	é|t_u|v_a|ss_i_ons	0.0	0.0	synthetic
étuvassent	etyvas	étuver	VER	VER			sub:imp:3p;	e|t_y|v_a_s_#	é|t_u|v_a_ss_ent	0.0	0.0	synthetic
cascadés	kaskade	cascader	VER	VER	m	p	par:pas;	k_a_s|k_a|d_e	c_a_s|c_a|d_é_s	0.0	0.0	synthetic
cascadée	kaskade	cascader	VER	VER	f	s	par:pas;	k_a_s|k_a|d_e	c_a_s|c_a|d_é_e	0.0	0.0	synthetic
cascadées	kaskade	cascader	VER	VER	f	p	par:pas;	k_a_s|k_a|d_e	c_a_s|c_a|d_é_es	0.0	0.0	synthetic
cascadâtes	kaskadat	cascader	VER	VER			ind:pas:2p;	k_a_s|k_a|d_a_t_#	c_a_s|c_a|d_â_t_es	0.0	0.0	synthetic
cascade	kaskad	cascader	VER	VER			sub:pre:1s;	k_a_s|k_a|d_#	c_a_s|c_a|d_e	0.0	0.0	synthetic
cascade	kaskad	cascader	VER	VER			sub:pre:3s;	k_a_s|k_a|d_#	c_a_s|c_a|d_e	0.0	0.0	synthetic
cascadasse	kaskadas	cascader	VER	VER			sub:imp:1s;	k_a_s|k_a|d_a_s_#	c_a_s|c_a|d_a_ss_e	0.0	0.0	synthetic
cascadasses	kaskadas	cascader	VER	VER			sub:imp:2s;	k_a_s|k_a|d_a_s_#	c_a_s|c_a|d_a_ss_es	0.0	0.0	synthetic
cascadassions	kaskadasj§	cascader	VER	VER			sub:imp:1p;	k_a_s|k_a|d_a|s_j_§	c_a_s|c_a|d_a|ss_i_ons	0.0	0.0	synthetic
cascadassent	kaskadas	cascader	VER	VER			sub:imp:3p;	k_a_s|k_a|d_a_s_#	c_a_s|c_a|d_a_ss_ent	0.0	0.0	synthetic
chouchoutés	SuSute	chouchouter	VER	VER	m	p	par:pas;	S_u|S_u|t_e	ch_ou|ch_ou|t_é_s	0.0	0.0	synthetic
chouchoutées	SuSute	chouchouter	VER	VER	f	p	par:pas;	S_u|S_u|t_e	ch_ou|ch_ou|t_é_es	0.0	0.0	synthetic
chouchoutâtes	SuSutat	chouchouter	VER	VER			ind:pas:2p;	S_u|S_u|t_a_t_#	ch_ou|ch_ou|t_â_t_es	0.0	0.0	synthetic
chouchoute	SuSut	chouchouter	VER	VER			sub:pre:1s;	S_u|S_u|t_#	ch_ou|ch_ou|t_e	0.0	0.0	synthetic
chouchoutes	SuSut	chouchouter	VER	VER			sub:pre:2s;	S_u|S_u|t_#	ch_ou|ch_ou|t_es	0.0	0.0	synthetic
chouchoute	SuSut	chouchouter	VER	VER			sub:pre:3s;	S_u|S_u|t_#	ch_ou|ch_ou|t_e	0.0	0.0	synthetic
chouchoutasse	SuSutas	chouchouter	VER	VER			sub:imp:1s;	S_u|S_u|t_a_s_#	ch_ou|ch_ou|t_a_ss_e	0.0	0.0	synthetic
chouchoutasses	SuSutas	chouchouter	VER	VER			sub:imp:2s;	S_u|S_u|t_a_s_#	ch_ou|ch_ou|t_a_ss_es	0.0	0.0	synthetic
chouchoutassions	SuSutasj§	chouchouter	VER	VER			sub:imp:1p;	S_u|S_u|t_a|s_j_§	ch_ou|ch_ou|t_a|ss_i_ons	0.0	0.0	synthetic
chouchoutassent	SuSutas	chouchouter	VER	VER			sub:imp:3p;	S_u|S_u|t_a_s_#	ch_ou|ch_ou|t_a_ss_ent	0.0	0.0	synthetic
récompensâtes	Rek§p@sat	récompenser	VER	VER			ind:pas:2p;	R_e|k_§|p_@|s_a_t_#	r_é|c_om|p_en|s_â_t_es	0.0	0.0	synthetic
récompense	Rek§p@s	récompenser	VER	VER			sub:pre:1s;	R_e|k_§|p_@|s_#	r_é|c_om|p_en|s_e	0.0	0.0	synthetic
récompenses	Rek§p@s	récompenser	VER	VER			sub:pre:2s;	R_e|k_§|p_@|s_#	r_é|c_om|p_en|s_es	0.0	0.0	synthetic
récompense	Rek§p@s	récompenser	VER	VER			sub:pre:3s;	R_e|k_§|p_@|s_#	r_é|c_om|p_en|s_e	0.0	0.0	synthetic
récompensasse	Rek§p@sas	récompenser	VER	VER			sub:imp:1s;	R_e|k_§|p_@|s_a_s_#	r_é|c_om|p_en|s_a_ss_e	0.0	0.0	synthetic
récompensasses	Rek§p@sas	récompenser	VER	VER			sub:imp:2s;	R_e|k_§|p_@|s_a_s_#	r_é|c_om|p_en|s_a_ss_es	0.0	0.0	synthetic
récompensassions	Rek§p@sasj§	récompenser	VER	VER			sub:imp:1p;	R_e|k_§|p_@|s_a|s_j_§	r_é|c_om|p_en|s_a|ss_i_ons	0.0	0.0	synthetic
récompensassent	Rek§p@sas	récompenser	VER	VER			sub:imp:3p;	R_e|k_§|p_@|s_a_s_#	r_é|c_om|p_en|s_a_ss_ent	0.0	0.0	synthetic
suçotés	sysote	suçoter	VER	VER	m	p	par:pas;	s_y|s_o|t_e	s_u|ç_o|t_é_s	0.0	0.0	synthetic
suçotée	sysote	suçoter	VER	VER	f	s	par:pas;	s_y|s_o|t_e	s_u|ç_o|t_é_e	0.0	0.0	synthetic
suçotées	sysote	suçoter	VER	VER	f	p	par:pas;	s_y|s_o|t_e	s_u|ç_o|t_é_es	0.0	0.0	synthetic
suçotâtes	sysotat	suçoter	VER	VER			ind:pas:2p;	s_y|s_o|t_a_t_#	s_u|ç_o|t_â_t_es	0.0	0.0	synthetic
suçote	sysot	suçoter	VER	VER			sub:pre:1s;	s_y|s_o|t_#	s_u|ç_o|t_e	0.0	0.0	synthetic
suçotes	sysot	suçoter	VER	VER			sub:pre:2s;	s_y|s_o|t_#	s_u|ç_o|t_es	0.0	0.0	synthetic
suçote	sysot	suçoter	VER	VER			sub:pre:3s;	s_y|s_o|t_#	s_u|ç_o|t_e	0.0	0.0	synthetic
suçotasse	sysotas	suçoter	VER	VER			sub:imp:1s;	s_y|s_o|t_a_s_#	s_u|ç_o|t_a_ss_e	0.0	0.0	synthetic
suçotasses	sysotas	suçoter	VER	VER			sub:imp:2s;	s_y|s_o|t_a_s_#	s_u|ç_o|t_a_ss_es	0.0	0.0	synthetic
suçotassions	sysotasj§	suçoter	VER	VER			sub:imp:1p;	s_y|s_o|t_a|s_j_§	s_u|ç_o|t_a|ss_i_ons	0.0	0.0	synthetic
suçotassent	sysotas	suçoter	VER	VER			sub:imp:3p;	s_y|s_o|t_a_s_#	s_u|ç_o|t_a_ss_ent	0.0	0.0	synthetic
affalâtes	afalat	affaler	VER	VER			ind:pas:2p;	a|f_a|l_a_t_#	a|ff_a|l_â_t_es	0.0	0.0	synthetic
affale	afal	affaler	VER	VER			sub:pre:1s;	a|f_a|l_#	a|ff_a|l_e	0.0	0.0	synthetic
affales	afal	affaler	VER	VER			sub:pre:2s;	a|f_a|l_#	a|ff_a|l_es	0.0	0.0	synthetic
affale	afal	affaler	VER	VER			sub:pre:3s;	a|f_a|l_#	a|ff_a|l_e	0.0	0.0	synthetic
affalasse	afalas	affaler	VER	VER			sub:imp:1s;	a|f_a|l_a_s_#	a|ff_a|l_a_ss_e	0.0	0.0	synthetic
affalasses	afalas	affaler	VER	VER			sub:imp:2s;	a|f_a|l_a_s_#	a|ff_a|l_a_ss_es	0.0	0.0	synthetic
affalassions	afalasj§	affaler	VER	VER			sub:imp:1p;	a|f_a|l_a|s_j_§	a|ff_a|l_a|ss_i_ons	0.0	0.0	synthetic
affalassent	afalas	affaler	VER	VER			sub:imp:3p;	a|f_a|l_a_s_#	a|ff_a|l_a_ss_ent	0.0	0.0	synthetic
engueulées	@g2le	engueuler	VER	VER	f	p	par:pas;	@|g_2|l_e	en|gu_eu|l_é_es	0.0	0.0	synthetic
engueulâtes	@g2lat	engueuler	VER	VER			ind:pas:2p;	@|g_2|l_a_t_#	en|gu_eu|l_â_t_es	0.0	0.0	synthetic
engueule	@g2l	engueuler	VER	VER			sub:pre:1s;	@|g_2|l_#	en|gu_eu|l_e	0.0	0.0	synthetic
engueules	@g2l	engueuler	VER	VER			sub:pre:2s;	@|g_2|l_#	en|gu_eu|l_es	0.0	0.0	synthetic
engueule	@g2l	engueuler	VER	VER			sub:pre:3s;	@|g_2|l_#	en|gu_eu|l_e	0.0	0.0	synthetic
engueulasse	@g2las	engueuler	VER	VER			sub:imp:1s;	@|g_2|l_a_s_#	en|gu_eu|l_a_ss_e	0.0	0.0	synthetic
engueulasses	@g2las	engueuler	VER	VER			sub:imp:2s;	@|g_2|l_a_s_#	en|gu_eu|l_a_ss_es	0.0	0.0	synthetic
engueulassions	@g2lasj§	engueuler	VER	VER			sub:imp:1p;	@|g_2|l_a|s_j_§	en|gu_eu|l_a|ss_i_ons	0.0	0.0	synthetic
engueulassent	@g2las	engueuler	VER	VER			sub:imp:3p;	@|g_2|l_a_s_#	en|gu_eu|l_a_ss_ent	0.0	0.0	synthetic
expliquâtes	Eksplikat	expliquer	VER	VER			ind:pas:2p;	E|ks_p_l_i|k_a_t_#	e|x_p_l_i|qu_â_t_es	0.0	0.0	synthetic
expliquasse	Eksplikas	expliquer	VER	VER			sub:imp:1s;	E|ks_p_l_i|k_a_s_#	e|x_p_l_i|qu_a_ss_e	0.0	0.0	synthetic
expliquasses	Eksplikas	expliquer	VER	VER			sub:imp:2s;	E|ks_p_l_i|k_a_s_#	e|x_p_l_i|qu_a_ss_es	0.0	0.0	synthetic
expliquassions	Eksplikasj§	expliquer	VER	VER			sub:imp:1p;	E|ks_p_l_i|k_a|s_j_§	e|x_p_l_i|qu_a|ss_i_ons	0.0	0.0	synthetic
