item	phono	cgram	grapheme	assoc	regTo_GP
abjectes	abZEkt	ADJ	a.b.j.e.c.t.es	a-a.b-b.j-Z.e-E.c-k.t-t.es-#	1.1.1.1.0.1.1.
abjection	abZEksj§	NOM	a.b.j.e.c.t.i.on	a-a.b-b.j-Z.e-E.c-k.t-s.i-j.on-§	1.1.1.1.0.0.0.1.
abjections	abZEksj§	NOM	a.b.j.e.c.t.i.on.s	a-a.b-b.j-Z.e-E.c-k.t-s.i-j.on-§.s-#	1.1.1.1.0.0.0.1.1.
abjects	abZEkt	ADJ	a.b.j.e.c.t.s	a-a.b-b.j-Z.e-E.c-k.t-t.s-#	1.1.1.1.0.1.1.
abjurant	abZyR@	VER	a.b.j.u.r.ant	a-a.b-b.j-Z.u-y.r-R.ant-@	1.1.1.1.1.1.
abjuration	abZyRasj§	NOM	a.b.j.u.r.a.t.i.on	a-a.b-b.j-Z.u-y.r-R.a-a.t-s.i-j.on-§	1.1.1.1.1.1.0.0.1.
abjurations	abZyRasj§	NOM	a.b.j.u.r.a.t.i.on.s	a-a.b-b.j-Z.u-y.r-R.a-a.t-s.i-j.on-§.s-#	1.1.1.1.1.1.0.0.1.1.
abjure	abZyR	VER	a.b.j.u.r.e	a-a.b-b.j-Z.u-y.r-R.e-#	1.1.1.1.1.1.
abjurer	abZyRe	VER	a.b.j.u.r.er	a-a.b-b.j-Z.u-y.r-R.er-e	1.1.1.1.1.1.
abjurez	abZyRe	VER	a.b.j.u.r.ez	a-a.b-b.j-Z.u-y.r-R.ez-e	1.1.1.1.1.1.
abjurons	abZyR§	VER	a.b.j.u.r.ons	a-a.b-b.j-Z.u-y.r-R.ons-§	1.1.1.1.1.1.
abjuré	abZyRe	VER	a.b.j.u.r.é	a-a.b-b.j-Z.u-y.r-R.é-e	1.1.1.1.1.1.
abkhaze	abkaz	ADJ	a.b.k.h.a.z.e	a-a.b-b.k-k.h-#.a-a.z-z.e-#	1.1.1.1.1.1.1.
ablatif	ablatif	NOM	a.b.l.a.t.i.f	a-a.b-b.l-l.a-a.t-t.i-i.f-f	1.1.1.1.1.1.1.
ablation	ablasj§	NOM	a.b.l.a.t.i.on	a-a.b-b.l-l.a-a.t-s.i-j.on-§	1.1.1.1.0.0.1.
ablations	ablasj§	NOM	a.b.l.a.t.i.on.s	a-a.b-b.l-l.a-a.t-s.i-j.on-§.s-#	1.1.1.1.0.0.1.1.
able	abl	NOM	a.b.l.e	a-a.b-b.l-l.e-#	1.1.1.1.
ablette	ablEt	NOM	a.b.l.e.tt.e	a-a.b-b.l-l.e-E.tt-t.e-#	1.1.1.1.1.1.
ablettes	ablEt	NOM	a.b.l.e.tt.es	a-a.b-b.l-l.e-E.tt-t.es-#	1.1.1.1.1.1.
ablution	ablysj§	NOM	a.b.l.u.t.i.on	a-a.b-b.l-l.u-y.t-s.i-j.on-§	1.1.1.1.0.0.1.
ablutions	ablysj§	NOM	a.b.l.u.t.i.on.s	a-a.b-b.l-l.u-y.t-s.i-j.on-§.s-#	1.1.1.1.0.0.1.1.
abnégation	abnegasj§	NOM	a.b.n.é.g.a.t.i.on	a-a.b-b.n-n.é-e.g-g.a-a.t-s.i-j.on-§	1.1.1.1.0.1.0.0.1.
aboi	abwa	NOM	a.b.oi	a-a.b-b.oi-wa	1.1.1.
aboie	abwa	VER	a.b.oi.e	a-a.b-b.oi-wa.e-#	1.1.1.1.
aboiement	abwam@	NOM	a.b.oi.e.m.ent	a-a.b-b.oi-wa.e-#.m-m.ent-@	1.1.1.0.1.1.
aboiements	abwam@	NOM	a.b.oi.e.m.en.ts	a-a.b-b.oi-wa.e-#.m-m.en-@.ts-#	1.1.1.0.1.1.1.
aboient	abwa	VER	a.b.oi.ent	a-a.b-b.oi-wa.ent-#	1.1.1.0.
aboiera	abwaRa	VER	a.b.oi.e.r.a	a-a.b-b.oi-wa.e-#.r-R.a-a	1.1.1.0.1.1.
aboierait	abwaRE	VER	a.b.oi.e.r.ait	a-a.b-b.oi-wa.e-#.r-R.ait-E	1.1.1.0.1.1.
aboieront	abwaR§	VER	a.b.oi.e.r.ont	a-a.b-b.oi-wa.e-#.r-R.ont-§	1.1.1.0.1.1.
aboies	abwa	VER	a.b.oi.es	a-a.b-b.oi-wa.es-#	1.1.1.1.
abois	abwa	NOM	a.b.oi.s	a-a.b-b.oi-wa.s-#	1.1.1.1.
aboli	aboli	ADJ	a.b.o.l.i	a-a.b-b.o-o.l-l.i-i	1.1.0.1.1.
aboli	aboli	VER	a.b.o.l.i	a-a.b-b.o-o.l-l.i-i	1.1.0.1.1.
abolie	aboli	ADJ	a.b.o.l.i.e	a-a.b-b.o-o.l-l.i-i.e-#	1.1.0.1.1.1.
abolie	aboli	VER	a.b.o.l.i.e	a-a.b-b.o-o.l-l.i-i.e-#	1.1.0.1.1.1.
abolies	aboli	ADJ	a.b.o.l.i.es	a-a.b-b.o-o.l-l.i-i.es-#	1.1.0.1.1.1.
abolies	aboli	VER	a.b.o.l.i.es	a-a.b-b.o-o.l-l.i-i.es-#	1.1.0.1.1.1.
abolir	aboliR	VER	a.b.o.l.i.r	a-a.b-b.o-o.l-l.i-i.r-R	1.1.0.1.1.1.
abolira	aboliRa	VER	a.b.o.l.i.r.a	a-a.b-b.o-o.l-l.i-i.r-R.a-a	1.1.0.1.1.1.1.
abolirait	aboliRE	VER	a.b.o.l.i.r.ait	a-a.b-b.o-o.l-l.i-i.r-R.ait-E	1.1.0.1.1.1.1.
aboliras	aboliRa	VER	a.b.o.l.i.r.as	a-a.b-b.o-o.l-l.i-i.r-R.as-a	1.1.0.1.1.1.1.
abolis	aboli	ADJ	a.b.o.l.i.s	a-a.b-b.o-o.l-l.i-i.s-#	1.1.0.1.1.1.
abolis	aboli	VER	a.b.o.l.is	a-a.b-b.o-o.l-l.is-i	1.1.0.1.1.
abolissaient	abolisE	VER	a.b.o.l.i.ss.aient	a-a.b-b.o-o.l-l.i-i.ss-s.aient-E	1.1.0.1.1.1.1.
abolissais	abolisE	VER	a.b.o.l.i.ss.ais	a-a.b-b.o-o.l-l.i-i.ss-s.ais-E	1.1.0.1.1.1.1.
abolissait	abolisE	VER	a.b.o.l.i.ss.ait	a-a.b-b.o-o.l-l.i-i.ss-s.ait-E	1.1.0.1.1.1.1.
abolissant	abolis@	VER	a.b.o.l.i.ss.ant	a-a.b-b.o-o.l-l.i-i.ss-s.ant-@	1.1.0.1.1.1.1.
abolissent	abolis	VER	a.b.o.l.i.ss.ent	a-a.b-b.o-o.l-l.i-i.ss-s.ent-#	1.1.0.1.1.1.0.
abolissions	abolisj§	VER	a.b.o.l.i.ss.i.ons	a-a.b-b.o-o.l-l.i-i.ss-s.i-j.ons-§	1.1.0.1.1.1.0.1.
abolissons	abolis§	VER	a.b.o.l.i.ss.ons	a-a.b-b.o-o.l-l.i-i.ss-s.ons-§	1.1.0.1.1.1.1.
abolit	aboli	VER	a.b.o.l.it	a-a.b-b.o-o.l-l.it-i	1.1.0.1.1.
abolition	abolisj§	NOM	a.b.o.l.i.t.i.on	a-a.b-b.o-o.l-l.i-i.t-s.i-j.on-§	1.1.0.1.1.0.0.1.
abolitionniste	abolisjonist	ADJ	a.b.o.l.i.t.i.o.nn.i.s.t.e	a-a.b-b.o-o.l-l.i-i.t-s.i-j.o-o.nn-n.i-i.s-s.t-t.e-#	1.1.0.1.1.0.0.0.1.1.0.1.1.
abolitionniste	abolisjonist	NOM	a.b.o.l.i.t.i.o.nn.i.s.t.e	a-a.b-b.o-o.l-l.i-i.t-s.i-j.o-o.nn-n.i-i.s-s.t-t.e-#	1.1.0.1.1.0.0.0.1.1.0.1.1.
abolitionnistes	abolisjonist	ADJ	a.b.o.l.i.t.i.o.nn.i.s.t.es	a-a.b-b.o-o.l-l.i-i.t-s.i-j.o-o.nn-n.i-i.s-s.t-t.es-#	1.1.0.1.1.0.0.0.1.1.0.1.1.
abolitionnistes	abolisjonist	NOM	a.b.o.l.i.t.i.o.nn.i.s.t.es	a-a.b-b.o-o.l-l.i-i.t-s.i-j.o-o.nn-n.i-i.s-s.t-t.es-#	1.1.0.1.1.0.0.0.1.1.0.1.1.
abominable	abominabl	ADJ	a.b.o.m.i.n.a.b.l.e	a-a.b-b.o-o.m-m.i-i.n-n.a-a.b-b.l-l.e-#	1.1.0.1.1.1.1.1.1.1.
abominablement	abominabl°m@	ADV	a.b.o.m.i.n.a.b.l.e.m.ent	a-a.b-b.o-o.m-m.i-i.n-n.a-a.b-b.l-l.e-°.m-m.ent-@	1.1.0.1.1.1.1.1.1.0.1.1.
abominables	abominabl	ADJ	a.b.o.m.i.n.a.b.l.es	a-a.b-b.o-o.m-m.i-i.n-n.a-a.b-b.l-l.es-#	1.1.0.1.1.1.1.1.1.1.
abominaient	abominE	VER	a.b.o.m.i.n.aient	a-a.b-b.o-o.m-m.i-i.n-n.aient-E	1.1.0.1.1.1.1.
abomination	abominasj§	NOM	a.b.o.m.i.n.a.t.i.on	a-a.b-b.o-o.m-m.i-i.n-n.a-a.t-s.i-j.on-§	1.1.0.1.1.1.1.0.0.1.
abominations	abominasj§	NOM	a.b.o.m.i.n.a.t.i.on.s	a-a.b-b.o-o.m-m.i-i.n-n.a-a.t-s.i-j.on-§.s-#	1.1.0.1.1.1.1.0.0.1.1.
abomine	abomin	VER	a.b.o.m.i.n.e	a-a.b-b.o-o.m-m.i-i.n-n.e-#	1.1.0.1.1.1.1.
abominer	abomine	VER	a.b.o.m.i.n.er	a-a.b-b.o-o.m-m.i-i.n-n.er-e	1.1.0.1.1.1.1.
abonda	ab§da	VER	a.b.on.d.a	a-a.b-b.on-§.d-d.a-a	1.1.1.1.1.
abondai	ab§de	VER	a.b.on.d.ai	a-a.b-b.on-§.d-d.ai-e	1.1.1.1.1.
abondaient	ab§dE	VER	a.b.on.d.aient	a-a.b-b.on-§.d-d.aient-E	1.1.1.1.1.
abondais	ab§dE	VER	a.b.on.d.ais	a-a.b-b.on-§.d-d.ais-E	1.1.1.1.1.
abondait	ab§dE	VER	a.b.on.d.ait	a-a.b-b.on-§.d-d.ait-E	1.1.1.1.1.
abondamment	ab§dam@	ADV	a.b.on.d.a.mm.ent	a-a.b-b.on-§.d-d.a-a.mm-m.ent-@	1.1.1.1.1.1.1.
abondance	ab§d@s	NOM	a.b.on.d.an.c.e	a-a.b-b.on-§.d-d.an-@.c-s.e-#	1.1.1.1.1.1.1.
abondant	ab§d@	ADJ	a.b.on.d.ant	a-a.b-b.on-§.d-d.ant-@	1.1.1.1.1.
abondant	ab§d@	VER	a.b.on.d.ant	a-a.b-b.on-§.d-d.ant-@	1.1.1.1.1.
abondante	ab§d@t	ADJ	a.b.on.d.an.t.e	a-a.b-b.on-§.d-d.an-@.t-t.e-#	1.1.1.1.1.1.1.
abondantes	ab§d@t	ADJ	a.b.on.d.an.t.es	a-a.b-b.on-§.d-d.an-@.t-t.es-#	1.1.1.1.1.1.1.
abondants	ab§d@	ADJ	a.b.on.d.an.ts	a-a.b-b.on-§.d-d.an-@.ts-#	1.1.1.1.1.1.
abondassent	ab§das	VER	a.b.on.d.a.ss.ent	a-a.b-b.on-§.d-d.a-a.ss-s.ent-#	1.1.1.1.1.1.0.
abonde	ab§d	VER	a.b.on.d.e	a-a.b-b.on-§.d-d.e-#	1.1.1.1.1.
abondent	ab§d	VER	a.b.on.d.ent	a-a.b-b.on-§.d-d.ent-#	1.1.1.1.0.
abonder	ab§de	VER	a.b.on.d.er	a-a.b-b.on-§.d-d.er-e	1.1.1.1.1.
abondé	ab§de	VER	a.b.on.d.é	a-a.b-b.on-§.d-d.é-e	1.1.1.1.1.
abonnai	abone	VER	a.b.o.nn.ai	a-a.b-b.o-o.nn-n.ai-e	1.1.0.1.1.
abonnant	abOn@	VER	a.b.o.nn.ant	a-a.b-b.o-O.nn-n.ant-@	1.1.1.1.1.
abonne	abOn	VER	a.b.o.nn.e	a-a.b-b.o-O.nn-n.e-#	1.1.1.1.1.
abonnement	abOn°m@	NOM	a.b.o.nn.e.m.ent	a-a.b-b.o-O.nn-n.e-°.m-m.ent-@	1.1.1.1.0.1.1.
abonnements	abOn°m@	NOM	a.b.o.nn.e.m.en.ts	a-a.b-b.o-O.nn-n.e-°.m-m.en-@.ts-#	1.1.1.1.0.1.1.1.
abonner	abone	VER	a.b.o.nn.er	a-a.b-b.o-o.nn-n.er-e	1.1.0.1.1.
abonnez	abone	VER	a.b.o.nn.ez	a-a.b-b.o-o.nn-n.ez-e	1.1.0.1.1.
abonnât	abona	VER	a.b.o.nn.ât	a-a.b-b.o-o.nn-n.ât-a	1.1.0.1.1.
abonné	abone	VER	a.b.o.nn.é	a-a.b-b.o-o.nn-n.é-e	1.1.0.1.1.
abonné	abone	ADJ	a.b.o.nn.é	a-a.b-b.o-o.nn-n.é-e	1.1.0.1.1.
abonné	abone	NOM	a.b.o.nn.é	a-a.b-b.o-o.nn-n.é-e	1.1.0.1.1.
abonnée	abone	VER	a.b.o.nn.é.e	a-a.b-b.o-o.nn-n.é-e.e-#	1.1.0.1.1.1.
abonnée	abone	ADJ	a.b.o.nn.é.e	a-a.b-b.o-o.nn-n.é-e.e-#	1.1.0.1.1.1.
abonnée	abone	NOM	a.b.o.nn.é.e	a-a.b-b.o-o.nn-n.é-e.e-#	1.1.0.1.1.1.
abonnées	abone	VER	a.b.o.nn.é.es	a-a.b-b.o-o.nn-n.é-e.es-#	1.1.0.1.1.1.
abonnées	abone	NOM	a.b.o.nn.é.es	a-a.b-b.o-o.nn-n.é-e.es-#	1.1.0.1.1.1.
abonnés	abone	VER	a.b.o.nn.é.s	a-a.b-b.o-o.nn-n.é-e.s-#	1.1.0.1.1.1.
abonnés	abone	ADJ	a.b.o.nn.é.s	a-a.b-b.o-o.nn-n.é-e.s-#	1.1.0.1.1.1.
abonnés	abone	NOM	a.b.o.nn.é.s	a-a.b-b.o-o.nn-n.é-e.s-#	1.1.0.1.1.1.
abord	abOR	NOM	a.b.o.r.d	a-a.b-b.o-O.r-R.d-#	1.1.1.1.1.
aborda	abORda	VER	a.b.o.r.d.a	a-a.b-b.o-O.r-R.d-d.a-a	1.1.1.1.1.1.
abordable	abORdabl	ADJ	a.b.o.r.d.a.b.l.e	a-a.b-b.o-O.r-R.d-d.a-a.b-b.l-l.e-#	1.1.1.1.1.1.1.1.1.
abordables	abORdabl	ADJ	a.b.o.r.d.a.b.l.es	a-a.b-b.o-O.r-R.d-d.a-a.b-b.l-l.es-#	1.1.1.1.1.1.1.1.1.
abordage	abORdaZ	NOM	a.b.o.r.d.a.ge	a-a.b-b.o-O.r-R.d-d.a-a.ge-Z	1.1.1.1.1.1.1.
abordages	abORdaZ	NOM	a.b.o.r.d.a.g.es	a-a.b-b.o-O.r-R.d-d.a-a.g-Z.es-#	1.1.1.1.1.1.1.1.
abordai	abORde	VER	a.b.o.r.d.ai	a-a.b-b.o-O.r-R.d-d.ai-e	1.1.1.1.1.1.
abordaient	abORdE	VER	a.b.o.r.d.aient	a-a.b-b.o-O.r-R.d-d.aient-E	1.1.1.1.1.1.
abordais	abORdE	VER	a.b.o.r.d.ais	a-a.b-b.o-O.r-R.d-d.ais-E	1.1.1.1.1.1.
abordait	abORdE	VER	a.b.o.r.d.ait	a-a.b-b.o-O.r-R.d-d.ait-E	1.1.1.1.1.1.
abordant	abORd@	VER	a.b.o.r.d.ant	a-a.b-b.o-O.r-R.d-d.ant-@	1.1.1.1.1.1.
aborde	abORd	VER	a.b.o.r.d.e	a-a.b-b.o-O.r-R.d-d.e-#	1.1.1.1.1.1.
abordent	abORd	VER	a.b.o.r.d.ent	a-a.b-b.o-O.r-R.d-d.ent-#	1.1.1.1.1.0.
aborder	abORde	VER	a.b.o.r.d.er	a-a.b-b.o-O.r-R.d-d.er-e	1.1.1.1.1.1.
abordera	abORd°Ra	VER	a.b.o.r.d.e.r.a	a-a.b-b.o-O.r-R.d-d.e-°.r-R.a-a	1.1.1.1.1.0.1.1.
aborderai	abORd°Re	VER	a.b.o.r.d.e.r.ai	a-a.b-b.o-O.r-R.d-d.e-°.r-R.ai-e	1.1.1.1.1.0.1.1.
aborderaient	abORd°RE	VER	a.b.o.r.d.e.r.aient	a-a.b-b.o-O.r-R.d-d.e-°.r-R.aient-E	1.1.1.1.1.0.1.1.
aborderais	abORd°RE	VER	a.b.o.r.d.e.r.ais	a-a.b-b.o-O.r-R.d-d.e-°.r-R.ais-E	1.1.1.1.1.0.1.1.
aborderait	abORd°RE	VER	a.b.o.r.d.e.r.ait	a-a.b-b.o-O.r-R.d-d.e-°.r-R.ait-E	1.1.1.1.1.0.1.1.
aborderiez	abORd°Rje	VER	a.b.o.r.d.e.r.i.ez	a-a.b-b.o-O.r-R.d-d.e-°.r-R.i-j.ez-e	1.1.1.1.1.0.1.0.1.
aborderions	abORd°Rj§	VER	a.b.o.r.d.e.r.i.ons	a-a.b-b.o-O.r-R.d-d.e-°.r-R.i-j.ons-§	1.1.1.1.1.0.1.0.1.
aborderons	abORd°R§	VER	a.b.o.r.d.e.r.ons	a-a.b-b.o-O.r-R.d-d.e-°.r-R.ons-§	1.1.1.1.1.0.1.1.
aborderont	abORd°R§	VER	a.b.o.r.d.e.r.ont	a-a.b-b.o-O.r-R.d-d.e-°.r-R.ont-§	1.1.1.1.1.0.1.1.
abordes	abORd	VER	a.b.o.r.d.es	a-a.b-b.o-O.r-R.d-d.es-#	1.1.1.1.1.1.
abordez	abORde	VER	a.b.o.r.d.ez	a-a.b-b.o-O.r-R.d-d.ez-e	1.1.1.1.1.1.
abordiez	abORdje	VER	a.b.o.r.d.i.ez	a-a.b-b.o-O.r-R.d-d.i-j.ez-e	1.1.1.1.1.0.1.
abordions	abORdj§	VER	a.b.o.r.d.i.ons	a-a.b-b.o-O.r-R.d-d.i-j.ons-§	1.1.1.1.1.0.1.
abordons	abORd§	VER	a.b.o.r.d.ons	a-a.b-b.o-O.r-R.d-d.ons-§	1.1.1.1.1.1.
abords	abOR	NOM	a.b.o.r.ds	a-a.b-b.o-O.r-R.ds-#	1.1.1.1.1.
abordâmes	abORdam	VER	a.b.o.r.d.â.m.es	a-a.b-b.o-O.r-R.d-d.â-a.m-m.es-#	1.1.1.1.1.1.1.1.
abordèrent	abORdER	VER	a.b.o.r.d.è.r.ent	a-a.b-b.o-O.r-R.d-d.è-E.r-R.ent-#	1.1.1.1.1.1.1.0.
abordé	abORde	VER	a.b.o.r.d.é	a-a.b-b.o-O.r-R.d-d.é-e	1.1.1.1.1.1.
abordé	abORde	ADJ	a.b.o.r.d.é	a-a.b-b.o-O.r-R.d-d.é-e	1.1.1.1.1.1.
abordée	abORde	VER	a.b.o.r.d.é.e	a-a.b-b.o-O.r-R.d-d.é-e.e-#	1.1.1.1.1.1.1.
abordées	abORde	VER	a.b.o.r.d.é.es	a-a.b-b.o-O.r-R.d-d.é-e.es-#	1.1.1.1.1.1.1.
abordées	abORde	ADJ	a.b.o.r.d.é.es	a-a.b-b.o-O.r-R.d-d.é-e.es-#	1.1.1.1.1.1.1.
abordés	abORde	VER	a.b.o.r.d.é.s	a-a.b-b.o-O.r-R.d-d.é-e.s-#	1.1.1.1.1.1.1.
abordés	abORde	ADJ	a.b.o.r.d.é.s	a-a.b-b.o-O.r-R.d-d.é-e.s-#	1.1.1.1.1.1.1.
aborigène	aboRiZEn	ADJ	a.b.o.r.i.g.è.n.e	a-a.b-b.o-o.r-R.i-i.g-Z.è-E.n-n.e-#	1.1.0.1.1.1.1.1.1.
aborigène	aboRiZEn	NOM	a.b.o.r.i.g.è.n.e	a-a.b-b.o-o.r-R.i-i.g-Z.è-E.n-n.e-#	1.1.0.1.1.1.1.1.1.
aborigènes	aboRiZEn	ADJ	a.b.o.r.i.g.è.n.es	a-a.b-b.o-o.r-R.i-i.g-Z.è-E.n-n.es-#	1.1.0.1.1.1.1.1.1.
aborigènes	aboRiZEn	NOM	a.b.o.r.i.g.è.n.es	a-a.b-b.o-o.r-R.i-i.g-Z.è-E.n-n.es-#	1.1.0.1.1.1.1.1.1.
abornement	abORn°m@	NOM	a.b.o.r.n.e.m.ent	a-a.b-b.o-O.r-R.n-n.e-°.m-m.ent-@	1.1.1.1.1.0.1.1.
abortif	abORtif	ADJ	a.b.o.r.t.i.f	a-a.b-b.o-O.r-R.t-t.i-i.f-f	1.1.1.1.1.1.1.
abortive	abORtiv	ADJ	a.b.o.r.t.i.v.e	a-a.b-b.o-O.r-R.t-t.i-i.v-v.e-#	1.1.1.1.1.1.1.1.
abortives	abORtiv	ADJ	a.b.o.r.t.i.v.es	a-a.b-b.o-O.r-R.t-t.i-i.v-v.es-#	1.1.1.1.1.1.1.1.
abouchaient	abuSE	VER	a.b.ou.ch.aient	a-a.b-b.ou-u.ch-S.aient-E	1.1.1.1.1.
abouchais	abuSE	VER	a.b.ou.ch.ais	a-a.b-b.ou-u.ch-S.ais-E	1.1.1.1.1.
abouchait	abuSE	VER	a.b.ou.ch.ait	a-a.b-b.ou-u.ch-S.ait-E	1.1.1.1.1.
abouchant	abuS@	VER	a.b.ou.ch.ant	a-a.b-b.ou-u.ch-S.ant-@	1.1.1.1.1.
abouchements	abuS°m@	NOM	a.b.ou.ch.e.m.en.ts	a-a.b-b.ou-u.ch-S.e-°.m-m.en-@.ts-#	1.1.1.1.0.1.1.1.
aboucher	abuSe	VER	a.b.ou.ch.er	a-a.b-b.ou-u.ch-S.er-e	1.1.1.1.1.
abouché	abuSe	VER	a.b.ou.ch.é	a-a.b-b.ou-u.ch-S.é-e	1.1.1.1.1.
abouchée	abuSe	VER	a.b.ou.ch.é.e	a-a.b-b.ou-u.ch-S.é-e.e-#	1.1.1.1.1.1.
abouchés	abuSe	VER	a.b.ou.ch.é.s	a-a.b-b.ou-u.ch-S.é-e.s-#	1.1.1.1.1.1.
aboule	abul	VER	a.b.ou.l.e	a-a.b-b.ou-u.l-l.e-#	1.1.1.1.1.
abouler	abule	VER	a.b.ou.l.er	a-a.b-b.ou-u.l-l.er-e	1.1.1.1.1.
aboules	abul	VER	a.b.ou.l.es	a-a.b-b.ou-u.l-l.es-#	1.1.1.1.1.
aboulez	abule	VER	a.b.ou.l.ez	a-a.b-b.ou-u.l-l.ez-e	1.1.1.1.1.
aboulie	abuli	NOM	a.b.ou.l.i.e	a-a.b-b.ou-u.l-l.i-i.e-#	1.1.1.1.1.1.
aboulique	abulik	NOM	a.b.ou.l.i.qu.e	a-a.b-b.ou-u.l-l.i-i.qu-k.e-#	1.1.1.1.1.1.1.
abouliques	abulik	ADJ	a.b.ou.l.i.qu.es	a-a.b-b.ou-u.l-l.i-i.qu-k.es-#	1.1.1.1.1.1.1.
abounas	abuna	NOM	a.b.ou.n.a.s	a-a.b-b.ou-u.n-n.a-a.s-#	1.1.1.1.1.1.
about	abu	NOM	a.b.ou.t	a-a.b-b.ou-u.t-#	1.1.1.1.
aboutait	abutE	VER	a.b.ou.t.ait	a-a.b-b.ou-u.t-t.ait-E	1.1.1.1.1.
abouti	abuti	ADJ	a.b.ou.t.i	a-a.b-b.ou-u.t-t.i-i	1.1.1.1.1.
abouti	abuti	VER	a.b.ou.t.i	a-a.b-b.ou-u.t-t.i-i	1.1.1.1.1.
aboutie	abuti	ADJ	a.b.ou.t.i.e	a-a.b-b.ou-u.t-t.i-i.e-#	1.1.1.1.1.1.
aboutie	abuti	VER	a.b.ou.t.i.e	a-a.b-b.ou-u.t-t.i-i.e-#	1.1.1.1.1.1.
aboutir	abutiR	VER	a.b.ou.t.i.r	a-a.b-b.ou-u.t-t.i-i.r-R	1.1.1.1.1.1.
aboutira	abutiRa	VER	a.b.ou.t.i.r.a	a-a.b-b.ou-u.t-t.i-i.r-R.a-a	1.1.1.1.1.1.1.
aboutirai	abutiRe	VER	a.b.ou.t.i.r.ai	a-a.b-b.ou-u.t-t.i-i.r-R.ai-e	1.1.1.1.1.1.1.
aboutiraient	abutiRE	VER	a.b.ou.t.i.r.aient	a-a.b-b.ou-u.t-t.i-i.r-R.aient-E	1.1.1.1.1.1.1.
aboutirais	abutiRE	VER	a.b.ou.t.i.r.ais	a-a.b-b.ou-u.t-t.i-i.r-R.ais-E	1.1.1.1.1.1.1.
aboutirait	abutiRE	VER	a.b.ou.t.i.r.ait	a-a.b-b.ou-u.t-t.i-i.r-R.ait-E	1.1.1.1.1.1.1.
aboutiras	abutiRa	VER	a.b.ou.t.i.r.as	a-a.b-b.ou-u.t-t.i-i.r-R.as-a	1.1.1.1.1.1.1.
aboutirent	abutiR	VER	a.b.ou.t.i.r.ent	a-a.b-b.ou-u.t-t.i-i.r-R.ent-#	1.1.1.1.1.1.0.
aboutirons	abutiR§	VER	a.b.ou.t.i.r.ons	a-a.b-b.ou-u.t-t.i-i.r-R.ons-§	1.1.1.1.1.1.1.
aboutiront	abutiR§	VER	a.b.ou.t.i.r.ont	a-a.b-b.ou-u.t-t.i-i.r-R.ont-§	1.1.1.1.1.1.1.
aboutis	abuti	ADJ	a.b.ou.t.i.s	a-a.b-b.ou-u.t-t.i-i.s-#	1.1.1.1.1.1.
aboutis	abuti	VER	a.b.ou.t.is	a-a.b-b.ou-u.t-t.is-i	1.1.1.1.1.
aboutissaient	abutisE	VER	a.b.ou.t.i.ss.aient	a-a.b-b.ou-u.t-t.i-i.ss-s.aient-E	1.1.1.1.1.1.1.
aboutissait	abutisE	VER	a.b.ou.t.i.ss.ait	a-a.b-b.ou-u.t-t.i-i.ss-s.ait-E	1.1.1.1.1.1.1.
aboutissant	abutis@	VER	a.b.ou.t.i.ss.ant	a-a.b-b.ou-u.t-t.i-i.ss-s.ant-@	1.1.1.1.1.1.1.
aboutissant	abutis@	NOM	a.b.ou.t.i.ss.ant	a-a.b-b.ou-u.t-t.i-i.ss-s.ant-@	1.1.1.1.1.1.1.
aboutissants	abutis@	NOM	a.b.ou.t.i.ss.an.ts	a-a.b-b.ou-u.t-t.i-i.ss-s.an-@.ts-#	1.1.1.1.1.1.1.1.
aboutisse	abutis	VER	a.b.ou.t.i.ss.e	a-a.b-b.ou-u.t-t.i-i.ss-s.e-#	1.1.1.1.1.1.1.
aboutissement	abutis°m@	NOM	a.b.ou.t.i.ss.e.m.ent	a-a.b-b.ou-u.t-t.i-i.ss-s.e-°.m-m.ent-@	1.1.1.1.1.1.0.1.1.
aboutissent	abutis	VER	a.b.ou.t.i.ss.ent	a-a.b-b.ou-u.t-t.i-i.ss-s.ent-#	1.1.1.1.1.1.0.
aboutissez	abutise	VER	a.b.ou.t.i.ss.ez	a-a.b-b.ou-u.t-t.i-i.ss-s.ez-e	1.1.1.1.1.1.1.
aboutissiez	abutisje	VER	a.b.ou.t.i.ss.i.ez	a-a.b-b.ou-u.t-t.i-i.ss-s.i-j.ez-e	1.1.1.1.1.1.0.1.
aboutissions	abutisj§	VER	a.b.ou.t.i.ss.i.ons	a-a.b-b.ou-u.t-t.i-i.ss-s.i-j.ons-§	1.1.1.1.1.1.0.1.
aboutit	abuti	VER	a.b.ou.t.it	a-a.b-b.ou-u.t-t.it-i	1.1.1.1.1.
aboutonnai	abutone	VER	a.b.ou.t.o.nn.ai	a-a.b-b.ou-u.t-t.o-o.nn-n.ai-e	1.1.1.1.0.1.1.
aboutons	abut§	VER	a.b.ou.t.ons	a-a.b-b.ou-u.t-t.ons-§	1.1.1.1.1.
aboutîmes	abutim	VER	a.b.ou.t.î.m.es	a-a.b-b.ou-u.t-t.î-i.m-m.es-#	1.1.1.1.1.1.1.
aboya	abwaja	VER	a.b.oy.a	a-a.b-b.oy-waj.a-a	1.1.1.1.
aboyaient	abwajE	VER	a.b.oy.aient	a-a.b-b.oy-waj.aient-E	1.1.1.1.
aboyait	abwajE	VER	a.b.oy.ait	a-a.b-b.oy-waj.ait-E	1.1.1.1.
